client_id,company_name,industry,country,company_size,employees,plan,signup_date,is_active,mrr_eur
CLT-000185,Aurum Group,professional_services,FR,mid,151,enterprise,2022-02-02,True,1130.3
CLT-000186,Delta Solutions,retail,ES,mid,99,pro,2022-04-26,True,452.85
CLT-000187,Green Works,manufacturing,DE,small,18,starter,2025-09-14,True,109.33
CLT-000188,Prime Solutions,manufacturing,IT,small,10,pro,2022-04-07,True,301.87
CLT-000189,Orion Systems,professional_services,BE,small,14,pro,2024-08-27,True,247.4
CLT-000190,Lumen Industries,hospitality,PT,small,15,starter,2025-08-17,True,106.26
CLT-000191,Vertex Consulting,finance,IT,micro,3,starter,2022-05-30,True,89.09
CLT-000192,Lumen Services,professional_services,FR,mid,83,pro,2024-09-07,True,396.92
CLT-000193,Lumen Trading,professional_services,DE,micro,2,starter,2023-09-24,True,78.21
CLT-000194,Aurum Partners,education,FR,small,18,pro,2023-03-30,True,235.63
CLT-000195,Civic Works,ecommerce,IT,micro,3,pro,2024-10-19,True,271.66
CLT-000196,Vertex Labs,manufacturing,BE,small,29,pro,2023-12-23,True,326.15
CLT-000197,Aurum Industries,manufacturing,IE,small,35,starter,2025-07-15,True,142.67
CLT-000198,Nova Trading,ecommerce,ES,small,29,starter,2024-09-26,False,128.11
CLT-000199,Swift Solutions,healthcare,FR,small,16,pro,2024-05-31,True,316.64
CLT-000200,Alto Consulting,professional_services,IT,small,16,pro,2022-06-11,True,268.86
CLT-000201,Delta Trading,professional_services,AT,small,43,pro,2022-03-06,True,311.56
CLT-000202,Civic Partners,software_it,FR,micro,3,starter,2025-03-04,True,95.01
CLT-000203,Civic Solutions,hospitality,DE,small,23,pro,2025-11-02,True,332.33
CLT-000204,Delta Solutions,finance,FR,micro,3,pro,2024-03-26,True,219.76
CLT-000205,Delta Trading,finance,IT,small,23,pro,2025-11-12,True,292.54
CLT-000206,Vertex Solutions,professional_services,FR,micro,4,starter,2023-10-31,False,78.49
CLT-000207,Aurum Partners,manufacturing,DE,small,13,starter,2025-06-20,True,95.75
CLT-000208,Alto Consulting,ecommerce,DE,mid,71,pro,2022-07-07,False,335.91
CLT-000209,Vertex Labs,software_it,FR,small,23,starter,2022-07-03,True,102.86
CLT-000210,Delta Group,software_it,IE,small,44,pro,2023-05-13,True,289.54
CLT-000211,Swift Industries,professional_services,FR,small,12,starter,2024-09-18,True,98.2
CLT-000212,Green Partners,professional_services,IT,micro,2,pro,2023-11-06,True,224.62
CLT-000213,Orion Works,professional_services,FR,mid,78,enterprise,2023-10-16,True,1323.87
CLT-000214,Aurum Works,professional_services,BE,micro,5,pro,2023-02-14,True,249.05
CLT-000215,Orion Services,healthcare,FR,mid,50,enterprise,2022-05-22,True,1318.86
CLT-000216,Swift Partners,professional_services,FR,micro,2,starter,2024-07-08,True,77.32
CLT-000217,Swift Services,hospitality,ES,small,25,starter,2025-01-04,True,139.23
CLT-000218,Alto Trading,ecommerce,NL,small,26,pro,2024-05-31,True,257.2
CLT-000219,Green Services,manufacturing,BE,small,16,starter,2025-10-23,True,109.69
CLT-000220,Vertex Solutions,professional_services,ES,mid,144,pro,2023-02-28,True,403.34
CLT-000221,Alto Partners,ecommerce,BE,micro,2,starter,2022-12-03,True,84.26
CLT-000222,Civic Industries,professional_services,IT,small,19,pro,2023-01-17,True,277.81
CLT-000223,Nova Works,ecommerce,IE,small,13,pro,2025-03-28,True,304.86
CLT-000224,Blue Group,ecommerce,DE,micro,7,starter,2025-05-07,True,89.6
CLT-000225,Alto Group,ecommerce,DE,micro,7,pro,2025-04-23,True,221.19
CLT-000226,Alto Trading,professional_services,DE,small,22,starter,2024-02-25,True,117.63
CLT-000227,Civic Industries,manufacturing,IT,micro,3,starter,2024-01-06,True,81.35
CLT-000228,Green Systems,manufacturing,AT,small,27,pro,2024-09-27,True,306.54
CLT-000229,Green Labs,professional_services,FR,micro,6,starter,2024-10-11,True,78.64
CLT-000230,Alto Labs,finance,BE,small,30,enterprise,2022-07-29,True,1219.52
CLT-000231,Green Labs,software_it,IE,micro,5,starter,2025-11-12,True,94.31
CLT-000232,Orion Systems,software_it,FR,micro,3,starter,2023-10-25,True,75.99
CLT-000233,Delta Labs,manufacturing,CH,mid,145,pro,2024-04-22,True,497.81
CLT-000234,Orion Industries,software_it,NL,micro,3,pro,2024-03-15,True,242.17
CLT-000235,Prime Systems,software_it,DE,mid,155,pro,2025-11-23,True,414.29
CLT-000236,Aurum Group,hospitality,IT,mid,155,enterprise,2024-12-30,True,1542.88
CLT-000237,Green Partners,finance,DE,micro,4,starter,2023-12-05,True,92.69
CLT-000238,Nova Consulting,finance,IT,micro,1,pro,2022-07-11,True,203.47
CLT-000239,Vertex Industries,retail,FR,small,29,starter,2022-07-14,False,125.71
CLT-000240,Blue Works,retail,DE,micro,9,pro,2024-05-14,True,257.35
CLT-000241,Green Systems,finance,FR,micro,3,starter,2022-09-30,True,86.73
CLT-000242,Alto Services,retail,IT,micro,3,starter,2024-04-23,True,80.17
CLT-000243,Green Consulting,software_it,IE,micro,5,starter,2022-10-14,True,92.32
CLT-000244,Green Services,healthcare,IT,micro,2,starter,2024-03-13,True,66.03
CLT-000245,Green Partners,professional_services,DE,small,13,starter,2024-03-03,True,107.27
CLT-000246,Vertex Services,healthcare,NL,large,328,starter,2022-05-04,True,199.0
CLT-000247,Prime Services,ecommerce,BE,small,27,starter,2022-06-21,True,124.87
CLT-000248,Green Industries,ecommerce,IT,small,45,starter,2025-12-01,True,165.12
CLT-000249,Green Solutions,hospitality,DE,micro,4,starter,2025-09-09,True,74.02
CLT-000250,Lumen Industries,software_it,NL,large,669,enterprise,2022-12-08,True,1801.86
CLT-000251,Prime Consulting,software_it,BE,mid,91,pro,2025-03-26,True,379.48
CLT-000252,Civic Group,finance,FR,micro,9,starter,2024-11-08,False,109.3
CLT-000253,Nova Trading,ecommerce,FR,mid,177,pro,2023-05-24,True,483.24
CLT-000254,Prime Consulting,software_it,IT,small,14,starter,2022-04-05,True,90.82
CLT-000255,Aurum Labs,professional_services,BE,micro,3,starter,2023-09-15,True,74.59
CLT-000256,Vertex Works,education,AT,mid,163,pro,2022-11-05,False,426.03
CLT-000257,Green Services,finance,DE,mid,245,pro,2022-08-01,True,574.05
CLT-000258,Swift Partners,education,AT,micro,3,starter,2024-11-30,True,92.83
CLT-000259,Aurum Consulting,manufacturing,IT,small,18,starter,2025-09-18,True,102.53
CLT-000260,Prime Group,ecommerce,CH,mid,86,pro,2023-02-20,True,409.67
CLT-000261,Alto Industries,ecommerce,FR,micro,2,starter,2024-07-14,True,71.62
CLT-000262,Alto Consulting,retail,FR,mid,128,enterprise,2023-11-03,True,1396.19
CLT-000263,Vertex Systems,retail,ES,micro,3,starter,2023-05-27,True,70.66
CLT-000264,Blue Consulting,finance,FR,large,420,enterprise,2025-04-07,True,1745.94
CLT-000265,Alto Solutions,professional_services,AT,small,27,pro,2023-11-11,True,345.13
CLT-000266,Nova Industries,ecommerce,CH,small,21,starter,2023-12-26,True,104.36
CLT-000267,Prime Partners,software_it,IE,small,17,starter,2025-02-01,True,95.54
CLT-000268,Swift Industries,retail,ES,mid,113,pro,2025-12-31,True,406.18
CLT-000269,Aurum Group,manufacturing,IE,small,15,starter,2023-07-30,True,126.26
CLT-000270,Civic Group,education,BE,large,250,pro,2022-04-25,True,571.49
CLT-000271,Delta Systems,finance,DE,mid,59,enterprise,2025-11-29,True,1250.85
CLT-000272,Lumen Group,manufacturing,CH,small,36,starter,2024-10-01,False,113.93
CLT-000273,Delta Trading,ecommerce,FR,micro,6,starter,2022-12-30,True,101.26
CLT-000274,Vertex Solutions,manufacturing,FR,mid,100,pro,2022-10-07,True,419.3
CLT-000275,Swift Partners,software_it,NL,large,877,enterprise,2022-12-26,True,1892.51
CLT-000276,Prime Industries,software_it,FR,small,30,pro,2025-03-08,True,315.69
CLT-000277,Delta Trading,software_it,IT,small,19,starter,2023-10-17,True,129.1
CLT-000278,Alto Group,professional_services,ES,micro,2,starter,2022-01-03,True,76.23
CLT-000279,Swift Industries,manufacturing,IE,small,22,starter,2025-03-29,True,125.72
CLT-000280,Blue Partners,finance,FR,micro,2,starter,2022-07-10,True,90.77
CLT-000281,Aurum Solutions,retail,ES,small,20,starter,2023-01-25,True,117.62
CLT-000282,Lumen Services,professional_services,DE,micro,1,pro,2022-11-11,True,184.74
CLT-000283,Alto Labs,retail,PT,small,15,pro,2022-06-17,True,239.27
CLT-000284,Swift Partners,retail,ES,micro,4,pro,2024-01-27,True,203.42
CLT-000285,Aurum Partners,finance,DE,small,10,starter,2025-09-30,True,100.78
CLT-000286,Delta Trading,finance,IT,mid,96,enterprise,2024-08-30,True,1150.81
CLT-000287,Prime Consulting,finance,DE,micro,4,starter,2025-06-24,True,98.13
CLT-000288,Aurum Industries,software_it,CH,micro,2,starter,2022-05-18,True,79.37
CLT-000289,Civic Group,manufacturing,PT,mid,149,starter,2022-11-03,True,199.0
CLT-000290,Alto Consulting,software_it,IT,micro,4,starter,2024-02-24,True,87.17
CLT-000291,Aurum Solutions,ecommerce,FR,small,27,starter,2023-11-10,True,105.24
CLT-000292,Aurum Labs,software_it,IE,mid,89,pro,2025-11-26,True,439.02
CLT-000293,Green Industries,healthcare,DE,mid,66,pro,2022-07-02,True,318.99
CLT-000294,Swift Partners,hospitality,BE,mid,111,pro,2024-11-03,True,436.51
CLT-000295,Civic Works,professional_services,FR,mid,155,pro,2024-01-09,True,400.21
CLT-000296,Aurum Services,hospitality,DE,small,15,starter,2024-08-29,True,102.57
CLT-000297,Blue Labs,retail,BE,micro,3,starter,2023-03-15,True,85.89
CLT-000298,Orion Trading,ecommerce,DE,micro,9,starter,2022-09-28,True,100.74
CLT-000299,Nova Trading,finance,DE,micro,3,starter,2023-06-01,True,76.25
CLT-000300,Civic Works,software_it,DE,small,44,starter,2025-08-18,True,131.52
CLT-000301,Orion Consulting,professional_services,ES,micro,3,starter,2025-08-27,True,72.0
CLT-000302,Green Solutions,finance,PT,small,31,pro,2025-09-04,True,285.29
CLT-000303,Swift Systems,software_it,DE,small,23,pro,2023-04-01,True,306.27
CLT-000304,Aurum Group,finance,ES,mid,156,starter,2022-09-20,True,199.0
CLT-000305,Civic Industries,hospitality,CH,small,17,pro,2024-05-11,True,263.92
CLT-000306,Prime Works,finance,DE,small,40,pro,2022-05-26,True,287.22
CLT-000307,Alto Systems,ecommerce,IT,mid,94,pro,2023-03-05,True,339.53
CLT-000308,Blue Partners,healthcare,BE,micro,3,starter,2024-09-04,True,68.87
CLT-000309,Green Group,hospitality,CH,mid,112,starter,2023-05-25,True,199.0
CLT-000310,Prime Industries,manufacturing,FR,micro,7,starter,2024-12-09,True,105.34
CLT-000311,Blue Group,manufacturing,AT,mid,110,pro,2022-03-18,True,416.53
CLT-000312,Civic Works,education,FR,small,24,pro,2024-05-03,True,256.53
CLT-000313,Prime Partners,professional_services,NL,small,12,starter,2024-12-01,True,106.8
CLT-000314,Blue Systems,software_it,PT,small,15,starter,2023-06-23,True,125.58
CLT-000315,Vertex Systems,software_it,DE,small,44,starter,2022-07-04,True,121.45
CLT-000316,Lumen Consulting,retail,IE,small,16,starter,2022-08-26,True,119.34
CLT-000317,Nova Solutions,retail,PT,micro,3,starter,2022-07-10,True,77.39
CLT-000318,Alto Systems,ecommerce,ES,mid,145,pro,2022-12-08,True,454.69
CLT-000319,Nova Industries,hospitality,FR,small,23,pro,2024-01-05,True,328.67
CLT-000320,Lumen Industries,manufacturing,ES,mid,104,pro,2022-01-26,True,415.95
CLT-000321,Lumen Works,professional_services,BE,large,1333,enterprise,2025-06-20,True,2028.27
CLT-000322,Green Partners,retail,DE,small,37,enterprise,2022-04-22,True,1347.68
CLT-000323,Civic Partners,hospitality,PT,micro,3,pro,2022-04-14,True,240.0
CLT-000324,Swift Systems,software_it,PT,small,23,starter,2023-10-10,True,119.36
CLT-000325,Orion Solutions,ecommerce,FR,small,26,starter,2024-11-07,True,129.7
CLT-000326,Aurum Group,software_it,DE,micro,3,starter,2024-08-26,True,77.96
CLT-000327,Aurum Consulting,retail,FR,micro,2,starter,2025-01-26,True,83.24
CLT-000328,Nova Industries,finance,ES,small,20,starter,2022-09-05,True,111.26
CLT-000329,Aurum Trading,software_it,NL,small,28,starter,2025-09-10,True,125.74
